Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_IsoMu16_eta2p1_MET30_JetIdCleaned,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,, ,1,-1,2.43,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.43%
HLT_HcalPhiSym,L1_SingleEG5 OR L1_SingleEG20,262139 | 1,, ,1,-1,2.41,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.43%
HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG10 OR L1_SingleEG15,3000 | 4,, ,50,-1,2.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.46%
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG10 OR L1_SingleEG15,3000 | 4,L1_SingleEG15 OR L1_SingleEG10, 4|3000,70,150,2.05,+/-,0.01,142.14,+/-,1.21,0.95,+/-,0.01,53.89%,+/-,0.50%
HLT_Ele32_eta2p1_WPLoose_Gsf_CentralPFJet30_BTagCSV07,L1_SingleIsoEG30er,1,, ,1,-1,1.62,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.52%
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu80_JetIdCleaned,L1_ETM50,1,, ,1,-1,1.54,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.53%
HLT_MET200_JetIdCleaned,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,, ,1,-1,1.11,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.63%
HLT_PFHT350_PFMET100_JetIdCleaned,L1_HTT125 OR L1_HTT100,1 | 1,, ,1,-1,0.96,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.68%
HLT_Mu16_eta2p1_MET30_JetIdCleaned,L1_Mu14er_ETM30,1,, ,30,-1,0.95,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.68%
HLT_PFHT550_4Jet,L1_HTT175 OR L1_HTT150,1 | 1,, ,15,-1,0.95,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.68%
HLT_DiCentralPFJet55_PFMET110_JetIdCleaned,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,, ,1,-1,0.91,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.70%
HLT_IsoMu24_eta2p1_CentralPFJet30_BTagCSV07,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,, ,1,-1,0.88,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.71%
HLT_Photon135_PFMET100_JetIdCleaned,L1_SingleEG40 OR L1_SingleJet200,1 | 1,, ,1,-1,0.78,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.75%
HLT_PFHT650_4Jet,L1_HTT175 OR L1_HTT150,1 | 1,, ,10,-1,0.74,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.77%
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet30,L1_SingleIsoEG30er,1,, ,1,-1,0.67,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.81%
HLT_Mu8,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,300,60,0.59,+/-,0.01,174.59,+/-,1.34,2.91,+/-,0.02,79.78%,+/-,0.23%
HLT_Mu8_TrkIsoVVL,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,200,30,0.56,+/-,0.00,113.12,+/-,1.08,3.77,+/-,0.04,85.08%,+/-,0.19%
HLT_IsoMu16_eta2p1_MET30_JetIdCleaned_LooseIsoPFTau50_Trk30_eta2p1,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,, ,1,-1,0.55,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.90%
HLT_Ele23_CaloIdM_TrackIdM_PFJet30,L1_SingleEG20,1,L1_SingleEG20, 1,460,300,0.54,+/-,0.00,246.69,+/-,1.59,0.82,+/-,0.01,34.20%,+/-,0.73%
HLT_Ele32_eta2p1_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG30er,1,, ,1,-1,0.54,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.91%
HLT_Mu24,L1_SingleMu16,1,, ,140,-1,0.51,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.93%
HLT_Mu24_TrkIsoVVL,L1_SingleMu16,1,, ,100,-1,0.47,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.97%
HLT_Mu34,L1_SingleMu20,1,, ,50,-1,0.46,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.98%
HLT_Mu6_PFHT200_PFMET80_JetIdCleaned_BTagCSV0p72,L1_Mu6_HTT100,1,, ,1,-1,0.46,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.98%
HLT_Mu34_TrkIsoVVL,L1_SingleMu20,1,, ,40,-1,0.44,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.01%
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,, ,1,-1,0.38,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.07%
HLT_IsoMu24_eta2p1_TriCentralPFJet30,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,, ,1,-1,0.37,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.09%
HLT_Mu6_PFHT200_PFMET100_JetIdCleaned,L1_Mu6_HTT100,1,, ,1,-1,0.32,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.17%
HLT_Ele33_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG30,1,L1_SingleEG30, 1,380,150,0.32,+/-,0.00,121.66,+/-,1.12,0.81,+/-,0.01,60.88%,+/-,0.59%
HLT_Mu14er_PFMET100_JetIdCleaned,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,, ,1,-1,0.32,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.18%
HLT_IsoMu24_eta2p1_TriCentralPFJet50_40_30,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,, ,1,-1,0.31,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.20%
HLT_PFMET120_JetIdCleaned_BTagCSV0p72,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,, ,1,-1,0.29,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.24%
HLT_PFMET300_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,, ,1,-1,0.27,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.27%
HLT_PFJet140,L1_SingleJet92,800,L1_SingleJet92, 800,3,1,0.24,+/-,0.00,0.72,+/-,0.09,0.72,+/-,0.09,67.20%,+/-,3.95%
HLT_PFMET120_JetIdCleaned_Mu5,L1_SingleMuOpen,262139,, ,1,-1,0.22,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.43%
HLT_Mu3er_PFHT140_PFMET125_JetIdCleaned,L1_Mu0er_ETM40 OR L1_Mu0er_ETM55,1 | 1,, ,1,-1,0.17,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.58%
HLT_PFMET400_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,, ,1,-1,0.11,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,1.96%
HLT_JetE30_NoBPTX,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,2,17,0.10,+/-,0.00,0.28,+/-,0.05,0.02,+/-,0.00,83.25%,+/-,2.21%
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,, ,1,-1,0.08,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,2.39%
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_JetIdCleaned,L1_Mu6_HTT100,1,, ,1,-1,0.06,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,2.75%
HLT_HcalUTCA,,,, ,1,-1,0.05,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,2.91%
HLT_Ele8_CaloIdM_TrackIdM_PFJet30,L1_SingleEG5 OR L1_SingleEG10,262139 | 3000,L1_SingleEG10 OR L1_SingleEG5, 3000|262139,17,1,0.03,+/-,0.00,0.45,+/-,0.07,0.45,+/-,0.07,94.07%,+/-,0.93%
HLTriggerFinalPath (2011042),,,, ,1,-1,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00%,+/-,0.00%
HLTriggerFirstPath (2010592),,,, ,1,-1,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00%,+/-,0.00%
HLT_L1Tech_DT_GlobalOR,,,20, -1|,1,3000,0.00,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,0.00%,+/-,0.00%
******************************
L1path(wbm),L1prescale(wbm),L1path(steam),L1prescale(steam)
******************************L1 path with same prescale
L1_ETM100,1,L1_ETM100,1
L1_SingleJet36,3000,L1_SingleJet36,3000
L1_Mu6_DoubleEG10,1,L1_Mu6_DoubleEG10,1
L1_HTT200,1,L1_HTT200,1
L1_Mu8_HTT50,1,L1_Mu8_HTT50,1
L1_SingleMuOpen,262139,L1_SingleMuOpen,262139
L1_SingleIsoEG22er,1,L1_SingleIsoEG22er,1
L1_DoubleIsoTau32er,1,L1_DoubleIsoTau32er,1
L1_HTT125,1,L1_HTT125,1
L1_AlwaysTrue,1,L1_AlwaysTrue,1
L1_DoubleMu0_Eta1p6_WdEta18,1,L1_DoubleMu0_Eta1p6_WdEta18,1
L1_ETM40,2000,L1_ETM40,2000
L1_DoubleIsoTau36er,1,L1_DoubleIsoTau36er,1
L1_SingleJet200,1,L1_SingleJet200,1
L1_DoubleJetC56_ETM60,1,L1_DoubleJetC56_ETM60,1
L1_SingleIsoEG18er,1,L1_SingleIsoEG18er,1
L1_SingleIsoEG20,1,L1_SingleIsoEG20,1
L1_SingleIsoEG25,400,L1_SingleIsoEG25,400
L1_DoubleEG6_HTT150,1,L1_DoubleEG6_HTT150,1
L1_EG25er_HTT100,1,L1_EG25er_HTT100,1
L1_Mu12_EG10,1,L1_Mu12_EG10,1
L1_TripleEG_14_10_8,1,L1_TripleEG_14_10_8,1
L1_SingleMu20,1,L1_SingleMu20,1
L1_SingleMu16,1,L1_SingleMu16,1
L1_SingleMu16er,1,L1_SingleMu16er,1
L1_SingleMu12,10,L1_SingleMu12,10
L1_ETM50,1,L1_ETM50,1
L1_SingleEG5,262139,L1_SingleEG5,262139
L1_SingleMuBeamHalo,1,L1_SingleMuBeamHalo,1
L1_SingleMu7,50,L1_SingleMu7,50
L1_SingleMu14er,75,L1_SingleMu14er,75
L1_DoubleMu_12_5,1,L1_DoubleMu_12_5,1
L1_DoubleEG_15_10,1,L1_DoubleEG_15_10,1
L1_Mu0er_ETM40,1,L1_Mu0er_ETM40,1
L1_QuadJetC36_TauJet52,3,L1_QuadJetC36_TauJet52,3
L1_HTT100,1,L1_HTT100,1
L1_SingleEG10,3000,L1_SingleEG10,3000
L1_SingleIsoEG25er,1,L1_SingleIsoEG25er,1
L1_DoubleJetC84,1,L1_DoubleJetC84,1
L1_SingleEG15,4,L1_SingleEG15,4
L1_Mu5_DoubleEG5,262139,L1_Mu5_DoubleEG5,262139
L1_Mu4_EG18,1,L1_Mu4_EG18,1
L1_ETT60,262139,L1_ETT60,262139
L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR,1
L1_SingleJet128,1,L1_SingleJet128,1
L1_ETM60,1,L1_ETM60,1
L1_QuadMu0,1,L1_QuadMu0,1
L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1,20,L1_Jet32_MuOpen_EG10_MuEGNotWdPhi3_JetMuWdPhi1,20
L1_DoubleEG_22_10,1,L1_DoubleEG_22_10,1
L1_Mu0er_ETM55,1,L1_Mu0er_ETM55,1
L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1,1,L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1,1
L1_Mu5_EG20,1,L1_Mu5_EG20,1
L1_SingleEG25,1,L1_SingleEG25,1
L1_SingleEG20,1,L1_SingleEG20,1
L1_HTT175,1,L1_HTT175,1
L1_DoubleIsoTau40er,1,L1_DoubleIsoTau40er,1
L1_ETM70,1,L1_ETM70,1
L1_SingleJet92,800,L1_SingleJet92,800
L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18,1
L1_Mu16er_TauJet20er,1,L1_Mu16er_TauJet20er,1
L1_QuadJetC40,1,L1_QuadJetC40,1
L1_DoubleJetC112,1,L1_DoubleJetC112,1
L1_Mu3_JetC52_WdEtaPhi2,3,L1_Mu3_JetC52_WdEtaPhi2,3
L1_Mu6_HTT100,1,L1_Mu6_HTT100,1
L1_SingleEG30,1,L1_SingleEG30,1
L1_Mu16er_IsoTau32er,1,L1_Mu16er_IsoTau32er,1
L1_SingleEG35,1,L1_SingleEG35,1
L1_ETT40,262139,L1_ETT40,262139
L1_ETT15_BptxAND,262139,L1_ETT15_BptxAND,262139
L1_SingleMu5,40,L1_SingleMu5,40
L1_Mu3_JetC16_WdEtaPhi2,50,L1_Mu3_JetC16_WdEtaPhi2,50
L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF,1
L1_DoubleIsoTau28er,1,L1_DoubleIsoTau28er,1
L1_SingleMu20er,1,L1_SingleMu20er,1
L1_DoubleMu6_EG6,1,L1_DoubleMu6_EG6,1
L1_DoubleJetC52,2000,L1_DoubleJetC52,2000
L1_Mu14er_ETM30,1,L1_Mu14er_ETM30,1
L1_SingleMuOpen_NotBptxOR,1,L1_SingleMuOpen_NotBptxOR,1
L1_HTT150,1,L1_HTT150,1
L1_HTT250,1,L1_HTT250,1
L1_Mu10er_ETM50,1,L1_Mu10er_ETM50,1
L1_DoubleMu7_EG7,1,L1_DoubleMu7_EG7,1
L1_TripleMu_5_5_3,1,L1_TripleMu_5_5_3,1
L1_HTT75,1,L1_HTT75,1
L1_Mu20_EG10,1,L1_Mu20_EG10,1
L1_SingleEG40,1,L1_SingleEG40,1
L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5,1
L1_Mu16er_IsoTau28er,1,L1_Mu16er_IsoTau28er,1
L1_TripleJet_84_68_48_VBF,1,L1_TripleJet_84_68_48_VBF,1
L1_Mu5_EG15,1,L1_Mu5_EG15,1
L1_SingleIsoEG20er,4,L1_SingleIsoEG20er,4
L1_DoubleMu0_Eta1p6_WdEta18_OS,1,L1_DoubleMu0_Eta1p6_WdEta18_OS,1
L1_QuadJetC60,1,L1_QuadJetC60,1
L1_SingleJet68,300,L1_SingleJet68,300
L1_SingleMu25,1,L1_SingleMu25,1
L1_DoubleMu_10_Open,150,L1_DoubleMu_10_Open,150
L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18,1
L1_SingleIsoEG30er,1,L1_SingleIsoEG30er,1
L1_DoubleMuOpen,1,L1_DoubleMuOpen,1
L1_DoubleTauJet40er,1,L1_DoubleTauJet40er,1
L1_Mu10er_ETM30,1,L1_Mu10er_ETM30,1
L1_SingleJet176,1,L1_SingleJet176,1
L1_SingleEG2_BptxAND,1,L1_SingleEG2_BptxAND,1
L1_DoubleMu0,60,L1_DoubleMu0,60
L1_DoubleJetC100,1,L1_DoubleJetC100,1
L1_ETM30,800,L1_ETM30,800
L1_SingleMu30,1,L1_SingleMu30,1
L1_TripleMu0,1,L1_TripleMu0,1
L1_IsoEG20er_TauJet20er_NotWdEta0,1,L1_IsoEG20er_TauJet20er_NotWdEta0,1
L1_SingleJet52,1500,L1_SingleJet52,1500
******************************L1 path with different prescale
L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR,10
L1_ZeroBias,631,L1_ZeroBias,5000
******************************l1wbmonly
L1Tech_BRIL_bit28,-1,,
L1Tech_BRIL_bit29,-1,,
L1Tech_RPC_TTU_RBplus1_Cosmics.v0,-1,,
L1Tech_HCAL_HO_totalOR.v0,-1,,
L1Tech_BPTX_quiet.v0,-1,,
L1Tech_BPTX_minus.v0,-1,,
L1Tech_BRIL_bit42,-1,,
L1_AlwaysTrue103_HC,1,,
L1_AlwaysTrue27,1,,
L1 Algo Name,-1,,
L1_AlwaysTrue28_HC,1,,
L1Tech_BPTX_plus_AND_minus.v0,-1,,
L1Tech_HCAL_HF_MMP_or_MPP.v1,-1,,
L1Tech_TOTEM_0,-1,,
L1Tech_TOTEM_1,-1,,
L1Tech_TOTEM_2,-1,,
L1Tech_TOTEM_3,-1,,
L1Tech_RPC_TTU_pointing_Cosmics.v0,-1,,
L1Tech_CASTOR_HighJet.v0,-1,,
L1Tech_DT_GlobalOR.v0,-1,,
L1Tech_BPTX_minus_AND_not_plus.v0,-1,,
L1Tech_BRIL_bit43,-1,,
L1Tech_BRIL_bit40,-1,,
L1Tech_HCAL_HBHE_totalOR.v0,-1,,
L1Tech_CASTOR_Gap.v0,-1,,
L1Tech_RPC_TTU_barrel_Cosmics.v0,-1,,
L1Tech_CASTOR_MediumJet.v0,-1,,
L1Tech_BPTX_plus_OR_minus.v0,-1,,
L1Tech_BRIL_bit31,-1,,
L1Tech_CASTOR_HaloMuon.v0,-1,,
L1Tech_HCAL_HF_coincidence_PM.v2,-1,,
L1Tech_BPTX_plus_AND_minus_instance1.v0,-1,,
L1Tech_BPTX_plus.v0,-1,,
L1Tech_HCAL_HF_single_channel.v0,-1,,
L1Tech_BPTX_plus_AND_NOT_minus.v0,-1,,
L1Tech_RPC_TTU_RBplus2_Cosmics.v0,-1,,
L1 Tech Name,-1,,
L1Tech_BPTX_PreBPTX.v0,-1,,
L1Tech_BRIL_bit39,-1,,
L1Tech_BRIL_bit38,-1,,
L1Tech_BRIL_bit33,-1,,
L1Tech_BRIL_bit32,-1,,
L1Tech_BRIL_bit30,-1,,
L1Tech_BRIL_bit37,-1,,
L1Tech_BRIL_bit36,-1,,
L1Tech_BRIL_bit35,-1,,
L1Tech_BRIL_bit34,-1,,
L1Tech_BRIL_bit41,-1,,
L1_AlwaysTrue99,1,,
******************************l1steamonly
,,L1_SingleIsoEG28er,1
